analysis_timestamp,open,high,low,close
2025-10-25 19:03:16+00:00,51885.21775985665,51892.134579633625,51872.073349405524,51874.04759697569
2025-10-25 19:22:23+00:00,51879.09438954672,51900.168155638516,51877.75572186225,51892.25346365184
2025-10-25 19:31:46+00:00,51939.338098940345,51947.00584188403,51933.698042282995,51943.95394498849
2025-10-25 19:42:53+00:00,51978.34652464541,51984.97323698758,51976.944316118825,51979.028940698656
2025-10-25 19:52:45+00:00,52038.73306847292,52041.267150244414,52016.634023201776,52021.59964125642
2025-10-25 20:02:11+00:00,52058.427047967016,52068.85616637975,52054.21889164665,52065.8745961875
2025-10-25 20:29:23+00:00,52180.75112251805,52189.27834438599,52179.50382961724,52189.01550790464
2025-10-25 20:42:36+00:00,52188.822431120716,52199.488355394205,52188.57495621246,52189.80695636497
2025-10-25 20:52:06+00:00,52234.60373110416,52242.182406951746,52232.134547222755,52241.23851396778
2025-10-25 21:01:24+00:00,52286.21045202007,52288.82990713924,52271.72752047369,52274.944092799
2025-10-25 21:22:19+00:00,52354.750492033,52365.99191755186,52346.897374989836,52365.54980711664
2025-10-25 21:33:05+00:00,52356.24735652473,52369.27647390733,52355.21283814391,52367.72204304884
2025-10-25 21:43:14+00:00,52441.36699394828,52446.232195227065,52436.96609938787,52445.74519439572
2025-10-25 21:53:07+00:00,52477.110344269204,52484.085900504324,52468.619815172045,52482.09066877612
2025-10-25 22:02:02+00:00,52577.03337049536,52590.896334277495,52555.801647580214,52557.73804995719
2025-10-25 22:25:06+00:00,52599.27810531788,52609.05766685913,52578.50607610161,52589.78389724862
2025-10-25 22:37:57+00:00,52627.262868731406,52629.213335344844,52621.274822099374,52626.38735631755
2025-10-25 22:47:31+00:00,52687.18200024493,52702.698398345165,52686.98884748573,52699.43635543323
2025-10-25 22:57:08+00:00,52767.01026717462,52768.96503405056,52750.283061899,52758.56663741061
2025-10-25 23:15:08+00:00,52791.32819097376,52803.799053334405,52786.40063728534,52801.33034444766
2025-10-25 23:29:58+00:00,52840.60172698702,52856.629957649966,52833.242551949705,52856.049437954796
2025-10-25 23:41:10+00:00,52899.193856049904,52909.347278388814,52879.07288346534,52887.31355812638
2025-10-25 23:50:58+00:00,52945.9146027995,52956.237067106296,52941.92403790282,52942.745176680255
2025-10-26 00:00:37+00:00,52995.75937928229,52996.31208256845,52983.71433965521,52986.55079104448
2025-10-26 01:55:17+00:00,53045.99621329862,53051.0970768572,53041.69556126661,53042.80893676919
2025-10-26 03:06:40+00:00,53092.30538047814,53095.76562971706,53081.96991561532,53083.73707435911
2025-10-26 03:49:05+00:00,53108.96409202036,53123.156233224596,53100.88172107711,53115.474347953364
2025-10-26 04:01:32+00:00,53193.20609442723,53204.98024128954,53191.746907613495,53203.54852284508
2025-10-26 04:30:57+00:00,53248.780326458655,53251.82454563103,53238.15692021678,53241.96438127584
2025-10-26 04:46:05+00:00,53259.36193641894,53272.622299891416,53255.07231679748,53267.39603306068
2025-10-26 04:55:35+00:00,53352.36014733301,53365.31137155893,53346.65463799972,53359.25564511051
2025-10-26 05:13:58+00:00,53377.29870767716,53385.303123535006,53369.96581409929,53381.854032712334
2025-10-26 05:34:21+00:00,53451.213699506174,53457.722930653996,53446.77614821862,53451.03890791592
2025-10-26 05:46:03+00:00,53511.04187213102,53517.72224904176,53508.048602446404,53514.58181124355
2025-10-26 05:55:58+00:00,53538.83014528097,53554.98479380745,53533.250660351165,53552.579658215145
2025-10-26 06:20:03+00:00,53616.35182966253,53634.307597179286,53612.51851375431,53622.788013690864
2025-10-26 06:46:25+00:00,53603.06945207068,53630.603562706536,53601.28798798332,53625.30348359293
2025-10-26 06:57:08+00:00,53714.299147333826,53714.978895837216,53699.20414057017,53708.04683282355
2025-10-26 07:15:35+00:00,53720.283221625126,53741.988254994205,53718.50581266141,53736.303798181194
2025-10-26 07:29:57+00:00,53771.540223622076,53783.07268185494,53767.467624509634,53782.584057016364
2025-10-26 07:40:28+00:00,53838.94465749732,53841.85942589609,53838.1283787588,53838.42300670471
2025-10-26 07:50:02+00:00,53886.37331939354,53895.76619450376,53885.4480510385,53893.76894935745
2025-10-26 08:00:04+00:00,53966.55345279866,53968.4037322379,53947.085064406514,53951.123306844594
2025-10-26 08:27:22+00:00,53963.7684340871,53983.22963744301,53956.53576058928,53976.69700318433
2025-10-26 08:44:02+00:00,54070.687038432574,54078.97769183067,54064.01503999239,54068.016529739085
2025-10-26 08:53:54+00:00,54108.92042061233,54109.904069020246,54107.37484838847,54109.313248794606
2025-10-26 09:03:08+00:00,54107.594191297045,54122.67601729444,54106.426857989325,54119.27512627446
2025-10-26 09:26:36+00:00,54234.99781048123,54238.329725891395,54221.10143794132,54229.765043875916
2025-10-26 09:38:01+00:00,54286.202320208395,54290.22138245756,54282.7798146741,54287.917783520614
2025-10-26 09:47:45+00:00,54331.29349693533,54337.964789292346,54321.721466416784,54323.57559142319
2025-10-26 09:57:17+00:00,54354.63654482339,54361.37013235238,54345.69119425782,54346.401503283756
2025-10-26 10:16:59+00:00,54400.217307062594,54403.68617282605,54370.984973265964,54378.58494756979
2025-10-26 10:36:21+00:00,54484.454314032984,54485.25218122372,54462.49108800154,54471.08903453862
2025-10-26 10:46:51+00:00,54488.24464268111,54492.604968858876,54483.59711712371,54491.93646106053
2025-10-26 10:56:31+00:00,54572.05510963189,54579.83762043753,54569.1439866749,54574.448901407646
2025-10-26 11:05:26+00:00,54615.16209552041,54620.7962245642,54593.69248420551,54604.16549956154
2025-10-26 11:12:45+00:00,54676.0854180369,54679.73880680122,54668.9141711585,54669.53278072967
2025-10-26 11:27:26+00:00,54713.52864320447,54715.453042250374,54706.47679317252,54707.12732794349
2025-10-26 11:39:03+00:00,54747.96190292073,54764.603221310426,54747.492136773806,54764.13146336384
2025-10-26 11:48:41+00:00,54799.96673917043,54800.42085767087,54795.25150873382,54800.210000414416
2025-10-26 11:58:14+00:00,54878.33710078606,54887.15184584007,54864.63871495012,54885.71740987812
2025-10-26 12:08:24+00:00,54905.33748784451,54905.645619854986,54899.69168158672,54902.538241854076
2025-10-26 12:33:58+00:00,54957.05828337246,54958.576313650345,54955.70876159776,54958.03978726889
2025-10-26 12:45:18+00:00,55046.76480302205,55050.36282496481,55035.32878621086,55037.66301394113
2025-10-26 13:05:35+00:00,55026.217000929064,55030.281965871836,55015.96028821152,55023.044818777154
2025-10-26 13:27:24+00:00,55082.453579651374,55083.826161439996,55070.245482595805,55074.590300030286
2025-10-26 13:33:13+00:00,55164.723743195806,55173.84250957814,55163.33938366658,55169.38793416316
2025-10-26 13:45:04+00:00,55167.09306933853,55182.324308193674,55162.23754648631,55176.53753189772
2025-10-26 14:31:19+00:00,55284.77192678096,55290.43388496862,55283.19784075838,55288.872423712986
2025-10-26 14:44:30+00:00,55291.55741624619,55292.51595546563,55287.449487685946,55291.72762038481
2025-10-26 14:54:21+00:00,55338.842421126734,55350.12603861323,55335.02444053969,55335.05090377118
2025-10-26 15:12:01+00:00,55461.05193003652,55464.575431415804,55434.45601651246,55438.45884052961
2025-10-26 19:45:35+00:00,55479.18772431208,55484.32659945353,55478.79642343627,55479.61029582869
